Rank_1to2155	Hindcast_stn	Retreat	Kc_TWL	Kc_EF	Kc_Tren	Kc_Hack	Kz_Zhang
1062	1300	0.122621954	0.122621954	0.2	0.075	0.005	0.0075
1063	1301	0.124526828	0.124526828	0.2	0.075	0.005	0.0075
1064	1302	0.126431701	0.126431701	0.2	0.075	0.005	0.0075
1065	1303	0.128336575	0.128336575	0.2	0.075	0.005	0.0075
1066	1304	0.130241448	0.130241448	0.2	0.075	0.005	0.0075
1067	1305	0.132146322	0.132146322	0.2	0.075	0.005	0.0075
1068	1306	0.134051195	0.134051195	0.2	0.075	0.005	0.0075
1069	1307	0.135956069	0.135956069	0.2	0.075	0.005	0.0075
1070	1308	0.137860943	0.137860943	0.2	0.075	0.005	0.0075
1071	1309	0.139765816	0.139765816	0.2	0.075	0.005	0.0075
1072	1310	0.14167069	0.14167069	0.2	0.075	0.005	0.0075
1073	1311	0.143575563	0.143575563	0.2	0.075	0.005	0.0075
1074	1312	0.145480437	0.145480437	0.2	0.075	0.005	0.0075
1075	1313	0.14738531	0.14738531	0.2	0.075	0.005	0.0075
1076	1314	0.149290184	0.149290184	0.2	0.075	0.005	0.0075
1077	1315	0.151195057	0.151195057	0.2	0.075	0.005	0.0075
1078	1316	0.153099931	0.153099931	0.2	0.075	0.005	0.0075
1079	1317	0.155004805	0.155004805	0.2	0.075	0.005	0.0075
1080	1318	0.156909678	0.156909678	0.2	0.075	0.005	0.0075
1081	1319	0.158814552	0.158814552	0.2	0.075	0.005	0.0075
1082	1320	0.160719425	0.160719425	0.2	0.075	0.005	0.0075
1083	1321	0.162624299	0.162624299	0.2	0.075	0.005	0.0075
1084	1322	0.164529172	0.164529172	0.2	0.075	0.005	0.0075
1085	1323	0.166434046	0.166434046	0.2	0.075	0.005	0.0075
1086	1324	0.16833892	0.16833892	0.2	0.075	0.005	0.0075
1087	1325	0.170243793	0.170243793	0.2	0.075	0.005	0.0075
1088	1326	0.172148667	0.172148667	0.2	0.075	0.005	0.0075
1089	1327	0.17405354	0.17405354	0.2	0.075	0.005	0.0075
1090	1328	0.175958414	0.175958414	0.2	0.075	0.005	0.0075
1091	1329	0.177863287	0.177863287	0.2	0.075	0.005	0.0075
1092	1330	0.179768161	0.179768161	0.2	0.075	0.005	0.0075
1093	1331	0.181673034	0.181673034	0.2	0.075	0.005	0.0075
1094	1332	0.183577908	0.183577908	0.2	0.075	0.005	0.0075
1095	1333	0.185482782	0.185482782	0.2	0.075	0.005	0.0075
1096	1334	0.187387655	0.187387655	0.2	0.075	0.005	0.0075
1097	1335	0.189292529	0.189292529	0.2	0.075	0.005	0.0075
1098	1336	0.191197402	0.191197402	0.2	0.075	0.005	0.0075
1099	1337	0.193102276	0.193102276	0.2	0.075	0.005	0.0075
1100	1338	0.195007149	0.195007149	0.2	0.075	0.005	0.0075
1101	1339	0.196912023	0.196912023	0.2	0.075	0.005	0.0075
1102	1340	0.198816897	0.198816897	0.2	0.075	0.005	0.0075
1103	1341	0.20072177	0.20072177	0.2	0.075	0.005	0.0075
1104	1342	0.202626644	0.202626644	0.2	0.075	0.005	0.0075
1105	1343	0.204531517	0.204531517	0.2	0.075	0.005	0.0075
1106	1344	0.206436391	0.206436391	0.2	0.075	0.005	0.0075
1107	1345	0.208341264	0.208341264	0.2	0.075	0.005	0.0075
1108	1346	0.210246138	0.210246138	0.2	0.075	0.005	0.0075
1109	1347	0.212151011	0.212151011	0.2	0.075	0.005	0.0075
1110	1348	0.214055885	0.214055885	0.2	0.075	0.005	0.0075
1111	1349	0.215960759	0.215960759	0.2	0.075	0.005	0.0075
1112	1350	0.217865632	0.217865632	0.2	0.075	0.005	0.0075
1113	1351	0.219770506	0.219770506	0.2	0.075	0.005	0.0075
1114	1352	0.221675379	0.221675379	0.2	0.075	0.005	0.0075
1115	1353	0.223580253	0.223580253	0.2	0.075	0.005	0.0075
1116	1354	0.225485126	0.225485126	0.2	0.075	0.005	0.0075
1117	1355	0.22739	0.22739	0.1	0.075	0.005	0.0075
1118	1356	0.17019	0.17019	0.1	0.075	0.005	0.0075
1119	1357	0.088586	0.088586	0.1	0.075	0.005	0.0075
1120	1358	0.16921	0.16921	0.2	0.075	0.005	0.0075
1121	1359	0.24712	0.24712	0.1	0.075	0.005	0.0075
1122	1360	0.27733	0.27733	0.15	0.075	0.005	0.0075
1123	1361	0.278	0.278	0.35	0.075	0.005	0.0075
1124	1362	0.25223	0.25223	0.3	0.075	0.005	0.0075
1125	1363	0.24161	0.24161	0.1	0.075	0.005	0.0075
1126	1364	0.23987	0.23987	0.3	0.075	0.005	0.0075
1127	1365	0.22949	0.22949	0.1	0.075	0.005	0.0075
1128	1366	0.23381	0.23381	0.15	0.075	0.005	0.0075
1129	1367	0.46984	0.46984	0.1	0.075	0.005	0.0075
1130	1368	0.40097	0.40097	0.1	0.075	0.005	0.0075
1131	1369	0.40097	0.40097	0.1	0.075	0.005	0.0075
1132	1370	0.40097	0.40097	0.1	0.075	0.005	0.0075
1133	1371	0.40097	0.40097	0.1	0.075	0.005	0.0075
1134	1372	0.40097	0.40097	0.1	0.075	0.005	0.0075
1135	1373	0.025631	0.025631	0.1	0.075	0.005	0.0075
1136	1374	0.025631	0.025631	0.1	0.075	0.005	0.0075
1137	1375	0.025631	0.025631	0.1	0.075	0.005	0.0075
1138	1376	0.025631	0.025631	0.1	0.075	0.005	0.0075
1139	1377	0.025631	0.025631	0.1	0.05	0.005	0.005
1140	1378	0.056116	0.056116	0.1	0.05	0.005	0.005
1141	1379	0.056116	0.056116	0.1	0.05	0.005	0.005
1142	1380	0.022109	0.022109	0.1	0.05	0.005	0.005
1143	1381	0.022109	0.022109	0.1	0.05	0.005	0.005
1144	1382	0.022109	0.022109	0.1	0.05	0.005	0.005
1145	1383	0.3779	0.3779	0.5	0.125	0.013	0.025
1146	1384	0.3779	0.3779	0.5	0.125	0.013	0.025
1147	1385	0.3779	0.3779	0.5	0.125	0.013	0.0275
1148	1386	0.16185	0.16185	0.2	0.05	0.005	0.0125
1149	1387	0.2041	0.2041	0.2	0.05	0.005	0.0125
1150	1388	0.24635	0.24635	0.2	0.05	0.005	0.0125
1151	1389	0.2886	0.2886	0.2	0.05	0.005	0.0125
1152	1390	0.33085	0.33085	0.4	0.125	0.011	0.0225
1153	1391	0.33085	0.33085	0.4	0.125	0.011	0.0225
1154	1392	0.30206	0.30206	0.4	0.1	0.009	0.02
1155	1393	0.3215	0.3215	0.4	0.1	0.011	0.0225
1156	1394	0.27907	0.27907	0.35	0.1	0.009	0.02
1157	1395	0.27738	0.27738	0.35	0.1	0.009	0.02
1158	1396	0.24948	0.24948	0.3	0.075	0.007	0.0175
1159	1397	0.20696	0.20696	0.25	0.075	0.007	0.015
1160	1398	0.20505	0.20505	0.25	0.075	0.007	0.015
1161	1399	0.21095	0.21095	0.25	0.075	0.007	0.015
1162	1400	0.1942	0.1942	0.25	0.075	0.007	0.0125
1163	1401	0.1442	0.1442	0.2	0.05	0.005	0.01
1164	1402	0.13079	0.13079	0.15	0.05	0.005	0.01
1165	1403	0.11109	0.11109	0.15	0.05	0.005	0.0075
1166	1404	0.11806	0.11806	0.15	0.05	0.005	0.0075
1167	1405	0.11806	0.11806	0.15	0.05	0.005	0.0075
1168	1406	0.13053	0.13053	0.15	0.05	0.005	0.01
1169	1407	0.14034	0.14034	0.2	0.05	0.005	0.01
1170	1408	0.13668	0.13668	0.15	0.05	0.005	0.01
1171	1409	0.13668	0.13668	0.15	0.05	0.005	0.01
1172	1410	0.73202	0.73202	0.6	0.25	0.025	0.05
1173	1411	0.38665	0.38665	0.5	0.125	0.013	0.0275
1174	1412	0.21718	0.21718	0.3	0.075	0.007	0.015
1175	1413	0.21718	0.21718	0.3	0.075	0.007	0.015
1176	1414	0.21718	0.21718	0.3	0.075	0.007	0.015
1177	1415	0.10158	0.10158	0.15	0.05	0.005	0.0075
1178	1416	0.10158	0.10158	0.15	0.05	0.005	0.0075
1179	1417	0.10158	0.10158	0.15	0.05	0.005	0.0075
1180	1418	0.099892	0.099892	0.15	0.05	0.005	0.0075
1181	1419	0.098204	0.098204	0.1	0.05	0.005	0.0075
1182	1420	0.12633	0.12633	0.15	0.05	0.005	0.01
1183	1421	0.16438	0.16438	0.2	0.05	0.005	0.0125
1184	1422	0.19578	0.19578	0.25	0.075	0.007	0.0125
1185	1423	0.19578	0.19578	0.25	0.075	0.007	0.0125
1186	1424	0.19578	0.19578	0.25	0.075	0.007	0.0125
1187	1425	0.19578	0.19578	0.25	0.075	0.007	0.0125
1188	1426	0.19578	0.19578	0.25	0.075	0.007	0.0125
1189	1427	0.19578	0.19578	0.25	0.075	0.007	0.0125
1190	1428	0.19578	0.19578	0.25	0.075	0.007	0.0125
1191	1429	0.186084	0.186084	0.25	0.075	0.007	0.0125
1192	1430	0.176388	0.176388	0.25	0.075	0.007	0.0125
1193	1431	0.166692	0.166692	0.25	0.075	0.007	0.0125
1194	1432	0.156996	0.156996	0.25	0.075	0.007	0.0125
1195	1433	0.1473	0.1473	0.2	0.075	0.007	0.0125
1196	1434	0.1473	0.1473	0.2	0.075	0.007	0.0125
1197	1435	0.13949	0.13949	0.2	0.075	0.007	0.0125
1198	1436	0.12389	0.12389	0.15	0.075	0.007	0.0125
1199	1437	0.072173	0.072173	0.1	0.075	0.007	0.0125
1200	1438	0.11022	0.11022	0.15	0.075	0.007	0.0125
1201	1439	0.14623	0.14623	0.2	0.075	0.007	0.0125
1202	1440	0.13484	0.13484	0.15	0.075	0.007	0.0125
1203	1441	0.13484	0.13484	0.15	0.075	0.007	0.0125
1204	1442	0.137753333	0.137753333	0.15	0.075	0.007	0.0125
1205	1443	0.140666667	0.140666667	0.15	0.075	0.007	0.0125
1206	1444	0.14358	0.14358	0.2	0.075	0.007	0.0125
1207	1445	0.10622	0.10622	0.2	0.075	0.007	0.0125
1208	1446	0.06886	0.06886	0.1	0.075	0.007	0.0125
1209	1447	0.035365	0.035365	0.1	0.075	0.007	0.0125
1210	1448	0.0018706	0.0018706	0.1	0.075	0.007	0.0125
1211	1449	0.093179	0.093179	0.1	0.075	0.007	0.0125
1212	1450	0.093179	0.093179	0.1	0.075	0.007	0.0125
1213	1451	0.093179	0.093179	0.1	0.075	0.007	0.0125
1214	1452	0.093179	0.093179	0.1	0.075	0.007	0.0125
1215	1453	0.020848	0.020848	0.1	0.075	0.007	0.0125
1216	1454	0.020848	0.020848	0.1	0.075	0.007	0.0125
1217	1455	0.020848	0.020848	0.1	0.075	0.007	0.0125
1218	1456	0.020848	0.020848	0.1	0.075	0.007	0.0125
1219	1457	0.10542	0.10542	0.15	0.075	0.007	0.0125
1220	1458	0.065625	0.065625	0.1	0.075	0.007	0.0125
1221	1459	0.065625	0.065625	0.1	0.075	0.007	0.0125
1222	1460	0.065625	0.065625	0.1	0.075	0.007	0.0125
1223	1461	0.065625	0.065625	0.1	0.075	0.007	0.0125
1224	1462	0.065625	0.065625	0.1	0.075	0.007	0.0125
1225	1463	0.065625	0.065625	0.1	0.075	0.007	0.0125
1226	1464	0.077036	0.077036	0.1	0.075	0.007	0.0125
1227	1465	0.077036	0.077036	0.1	0.075	0.007	0.0125
1228	1466	0.077036	0.077036	0.1	0.075	0.007	0.0125
1229	1467	0.077036	0.077036	0.1	0.075	0.007	0.0125
1230	1468	0.077036	0.077036	0.1	0.075	0.007	0.0125
1231	1469	0.077036	0.077036	0.1	0.075	0.007	0.0125
1232	1470	0.06415	0.06415	0.1	0.075	0.007	0.0125
1233	1471	0.06415	0.06415	0.1	0.075	0.007	0.0125
1234	1472	0.06415	0.06415	0.1	0.075	0.007	0.0125
1235	1473	0.06415	0.06415	0.1	0.075	0.007	0.0125
1236	1474	0.06415	0.06415	0.1	0.075	0.007	0.0125
1237	1475	0.065098143	0.065098143	0.1	0.075	0.007	0.0125
1238	1476	0.066046286	0.066046286	0.1	0.075	0.007	0.0125
1239	1477	0.066994429	0.066994429	0.1	0.075	0.007	0.0125
1240	1478	0.067942571	0.067942571	0.1	0.075	0.007	0.0125
1241	1479	0.068890714	0.068890714	0.1	0.075	0.007	0.0125
1242	1480	0.069838857	0.069838857	0.1	0.075	0.007	0.0125
1243	1481	0.070787	0.070787	0.1	0.075	0.007	0.0125
1244	1482	0.072669	0.072669	0.1	0.075	0.007	0.0125
1245	1483	0.084553	0.084553	0.1	0.075	0.007	0.0125
1246	1484	0.12783	0.12783	0.15	0.075	0.007	0.0125
1247	1485	0.12121	0.12121	0.15	0.075	0.007	0.0125
1248	1486	0.14135	0.14135	0.2	0.075	0.007	0.0125
1249	1487	0.14559	0.14559	0.2	0.075	0.007	0.0125
1250	1488	0.16368	0.16368	0.2	0.075	0.007	0.0125
1251	1489	0.16368	0.16368	0.2	0.075	0.007	0.0125
1252	1490	0.16368	0.16368	0.3	0.075	0.007	0.0125
1253	1491	0.181595	0.181595	0.3	0.075	0.007	0.0125
1254	1492	0.19951	0.19951	0.2	0.075	0.007	0.0125
1255	1493	0.071339	0.071339	0.1	0.075	0.007	0.0125
1256	1494	0.065478	0.065478	0.1	0.075	0.007	0.0125
1257	1495	0.059617	0.059617	0.1	0.075	0.007	0.0125
1258	1496	0.053756	0.053756	0.2	0.075	0.007	0.0125
1259	1497	0.056021	0.056021	0.3	0.075	0.007	0.0125
1260	1498	0.056021	0.056021	0.35	0.075	0.007	0.0125
1261	1499	0.058405	0.058405	0.35	0.075	0.007	0.0125
1262	1500	0.068108	0.068108	0.3	0.075	0.007	0.0125
1263	1501	0.069451714	0.069451714	0.3	0.075	0.007	0.0125
1264	1502	0.070795429	0.070795429	0.3	0.075	0.007	0.0125
1265	1503	0.072139143	0.072139143	0.3	0.075	0.007	0.0125
1266	1504	0.073482857	0.073482857	0.3	0.075	0.007	0.0125
1267	1505	0.074826571	0.074826571	0.3	0.075	0.007	0.0125
1268	1506	0.076170286	0.076170286	0.3	0.075	0.007	0.0125
1269	1507	0.077514	0.077514	0.3	0.075	0.007	0.0125
1270	1508	0.09241	0.09241	0.3	0.075	0.007	0.0125
1271	1509	0.09674	0.09674	0.3	0.075	0.007	0.0125
1272	1510	0.10107	0.10107	0.3	0.075	0.007	0.0125
1273	1511	0.1054	0.1054	0.3	0.075	0.007	0.0125
1274	1512	0.1012	0.1012	0.3	0.075	0.007	0.0125
1275	1513	0.10552	0.10552	0.6	0.075	0.007	0.0125
1276	1514	0.10552	0.10552	0.5	0.075	0.007	0.0125
1277	1515	0.10552	0.10552	0.5	0.075	0.007	0.0125
1278	1516	0.10552	0.10552	0.5	0.075	0.007	0.0125
1279	1517	0.10552	0.10552	0.5	0.075	0.007	0.0125
1280	1518	0.067297	0.067297	0.5	0.075	0.007	0.0125
1281	1519	0.015397	0.015397	0.1	0.075	0.007	0.0125
1282	1520	0.03569	0.03569	0.1	0.075	0.007	0.0125
1283	1521	0.030336333	0.030336333	0.1	0.075	0.007	0.0125
1284	1522	0.024982667	0.024982667	0.1	0.075	0.007	0.0125
1285	1523	0.019629	0.019629	0.1	0.075	0.007	0.0125
1286	1524	0.017837	0.017837	0.1	0.075	0.007	0.0125
1287	1525	0.14858	0.14858	0.1	0.075	0.007	0.0125
1288	1526	0.14589	0.14589	0.1	0.075	0.007	0.0125
1289	1527	0.085133	0.085133	0.1	0.075	0.007	0.0125
1290	1528	0.078397	0.078397	0.1	0.075	0.007	0.0125
1291	1529	0.099302	0.099302	0.15	0.075	0.007	0.0125
1292	1530	0.1317	0.1317	0.1	0.075	0.007	0.0125
1293	1531	0.13768	0.13768	0.5	0.075	0.007	0.0125
1294	1532	0.083038	0.083038	0.5	0.075	0.007	0.0125
1295	1533	0.087427	0.087427	0.5	0.075	0.007	0.0125
1296	1534	0.10286	0.10286	0.2	0.075	0.007	0.0125
1297	1535	0.11032	0.11032	0.15	0.075	0.007	0.0125
1298	1536	0.11032	0.11032	0.15	0.075	0.007	0.0125
1299	1537	0.10316	0.10316	0.15	0.075	0.007	0.0125
1300	1538	0.10286	0.10286	0.4	0.075	0.007	0.0125
1301	1539	0.20214	0.20214	0.4	0.075	0.007	0.0125
1302	1540	0.29222	0.29222	0.4	0.075	0.007	0.0125
1303	1541	0.16374	0.16374	0.4	0.075	0.007	0.0125
1304	1542	0.070198	0.070198	0.35	0.075	0.007	0.0125
1305	1543	0.052796	0.052796	0.35	0.075	0.007	0.0125
1306	1544	0.1009868	0.1009868	0.35	0.075	0.007	0.0125
1307	1545	0.1491776	0.1491776	0.35	0.075	0.007	0.0125
1308	1546	0.1973684	0.1973684	0.35	0.075	0.007	0.0125
1309	1547	0.2455592	0.2455592	0.35	0.075	0.007	0.0125
1310	1548	0.29375	0.29375	0.3	0.075	0.007	0.0125
1311	1549	0.058775	0.058775	0.25	0.075	0.007	0.0125
1312	1550	0.053038	0.053038	0.25	0.075	0.007	0.0125
1313	1551	0.067476	0.067476	0.25	0.075	0.007	0.0125
1314	1552	0.050099	0.050099	0.25	0.075	0.007	0.0125
1315	1553	0.041886	0.041886	0.2	0.075	0.007	0.0125
1316	1554	0.055599	0.055599	0.15	0.075	0.007	0.0125
1317	1555	0.086616	0.086616	0.15	0.075	0.007	0.0125
1318	1556	0.15591	0.15591	0.15	0.075	0.007	0.0125
1319	1557	0.1582	0.1582	0.15	0.075	0.007	0.0125
1320	1558	0.17191	0.17191	0.15	0.075	0.007	0.0125
1321	1559	0.17748	0.17748	0.2	0.075	0.007	0.0125
1322	1560	0.15809	0.15809	0.15	0.075	0.007	0.0125
1323	1561	0.10054	0.10054	0.15	0.075	0.007	0.0125
1324	1562	0.067798	0.067798	0.6	0.075	0.007	0.0125
1325	1563	0.18687	0.18687	0.5	0.075	0.007	0.0125
1326	1564	0.15933	0.15933	0.3	0.075	0.007	0.0125
1327	1565	0.097581	0.097581	0.3	0.075	0.007	0.0125
1328	1566	0.13603	0.13603	0.3	0.075	0.007	0.0125
1329	1567	0.16868	0.16868	0.15	0.075	0.007	0.0125
1330	1568	0.14831	0.14831	0.15	0.075	0.007	0.0125
1331	1569	0.055113	0.055113	0.15	0.075	0.007	0.0125
1332	1570	0.055113	0.055113	0.1	0.075	0.007	0.0125
1333	1571	0.060708	0.060708	0.1	0.075	0.007	0.0125
1334	1572	0.085934	0.085934	0.15	0.075	0.007	0.0125
1335	1573	0.12941	0.12941	0.2	0.075	0.007	0.0125
1336	1574	0.1615	0.1615	0.25	0.075	0.007	0.0125
1337	1575	0.13994	0.13994	0.25	0.075	0.007	0.0125
1338	1576	0.13441	0.13441	0.25	0.075	0.007	0.0125
1339	1577	0.14669	0.14669	0.25	0.075	0.007	0.0125
1340	1578	0.15897	0.15897	0.25	0.075	0.007	0.0125
1341	1579	0.16139	0.16139	0.25	0.075	0.007	0.0125
1342	1580	0.15897	0.15897	0.25	0.075	0.007	0.0125
1343	1581	0.18112	0.18112	0.25	0.075	0.007	0.0125
1344	1582	0.15162	0.15162	0.2	0.075	0.005	0.01
1345	1583	0.151100681	0.15162	0.2	0.075	0.005	0.01
1346	1584	0.150581362	0.15162	0.2	0.075	0.005	0.01
1347	1585	0.150062043	0.15162	0.2	0.075	0.005	0.01
1348	1586	0.149542724	0.15162	0.2	0.075	0.005	0.01
1349	1587	0.149023405	0.15162	0.2	0.075	0.005	0.01
1350	1588	0.148504086	0.15162	0.2	0.075	0.005	0.01
1351	1589	0.147984767	0.15162	0.2	0.075	0.005	0.01
1352	1590	0.147465448	0.15162	0.2	0.075	0.005	0.01
1353	1591	0.146946129	0.15162	0.2	0.075	0.005	0.01
1354	1592	0.14642681	0.15162	0.2	0.075	0.005	0.01
1355	1593	0.145907491	0.15162	0.2	0.075	0.005	0.01
1356	1594	0.145388172	0.15162	0.2	0.075	0.005	0.01
1357	1595	0.144868853	0.15162	0.2	0.075	0.005	0.01
1358	1596	0.144349534	0.15162	0.2	0.075	0.005	0.01
1359	1597	0.143830215	0.15162	0.2	0.075	0.005	0.01
1360	1598	0.143310896	0.15162	0.2	0.075	0.005	0.01
1361	1599	0.142791577	0.15162	0.2	0.075	0.005	0.01
1362	1600	0.142272258	0.15162	0.2	0.075	0.005	0.01
1363	1601	0.141752939	0.15162	0.2	0.075	0.005	0.01
1364	1602	0.14123362	0.15162	0.2	0.075	0.005	0.01
1365	1603	0.140714301	0.15162	0.2	0.075	0.005	0.01
1366	1604	0.140194982	0.15162	0.2	0.075	0.005	0.01
1367	1605	0.139675663	0.15162	0.2	0.075	0.005	0.01
1368	1606	0.139156344	0.15162	0.2	0.075	0.005	0.01
1369	1607	0.138637025	0.15162	0.2	0.075	0.005	0.01
1370	1608	0.138117706	0.15162	0.2	0.075	0.005	0.01
1371	1609	0.137598387	0.15162	0.2	0.075	0.005	0.01
1372	1610	0.137079067	0.15162	0.2	0.075	0.005	0.01
1373	1611	0.136559748	0.15162	0.2	0.075	0.005	0.01
1374	1612	0.136040429	0.15162	0.2	0.075	0.005	0.01
1375	1613	0.13552111	0.15162	0.2	0.075	0.005	0.01
1376	1614	0.135001791	0.15162	0.2	0.075	0.005	0.01
1377	1615	0.134482472	0.15162	0.2	0.075	0.005	0.01
1378	1616	0.133963153	0.15162	0.2	0.075	0.005	0.01
1379	1617	0.133443834	0.15162	0.2	0.075	0.005	0.01
1380	1618	0.132924515	0.15162	0.2	0.075	0.005	0.01
1381	1619	0.132405196	0.15162	0.2	0.075	0.005	0.01
1382	1620	0.131885877	0.15162	0.2	0.075	0.005	0.01
1383	1621	0.131366558	0.15162	0.2	0.075	0.005	0.01
1384	1622	0.130847239	0.15162	0.2	0.075	0.005	0.01
1385	1623	0.13032792	0.15162	0.2	0.075	0.005	0.01
1386	1624	0.129808601	0.15162	0.2	0.075	0.005	0.01
1387	1625	0.129289282	0.15162	0.2	0.075	0.005	0.01
1388	1626	0.128769963	0.15162	0.2	0.075	0.005	0.01
1389	1627	0.128250644	0.15162	0.2	0.075	0.005	0.01
1390	1628	0.127731325	0.15162	0.2	0.075	0.005	0.01
1391	1629	0.127212006	0.15162	0.2	0.075	0.005	0.01
1392	1630	0.126692687	0.15162	0.2	0.075	0.005	0.01
1393	1631	0.126173368	0.15162	0.2	0.075	0.005	0.01
1394	1632	0.125654049	0.15162	0.2	0.075	0.005	0.01
1395	1633	0.12513473	0.15162	0.2	0.075	0.005	0.01
1396	1634	0.124615411	0.15162	0.2	0.075	0.005	0.01
1397	1635	0.124096092	0.15162	0.2	0.075	0.005	0.01
1398	1636	0.123576773	0.15162	0.2	0.075	0.005	0.01
1399	1637	0.123057454	0.15162	0.2	0.075	0.005	0.01
1400	1638	0.122538135	0.15162	0.2	0.075	0.005	0.01
1401	1639	0.122018816	0.15162	0.2	0.075	0.005	0.01
1402	1640	0.121499497	0.15162	0.2	0.075	0.005	0.01
1403	1641	0.120980178	0.15162	0.2	0.075	0.005	0.01
1404	1642	0.120460859	0.15162	0.2	0.075	0.005	0.01
1405	1643	0.11994154	0.15162	0.2	0.075	0.005	0.01
1406	1644	0.119422221	0.15162	0.2	0.075	0.005	0.01
1407	1645	0.118902902	0.15162	0.2	0.075	0.005	0.01
1408	1646	0.118383583	0.15162	0.2	0.075	0.005	0.01
1409	1647	0.117864264	0.15162	0.2	0.075	0.005	0.01
1410	1648	0.117344945	0.15162	0.2	0.075	0.005	0.01
1411	1649	0.116825626	0.15162	0.2	0.075	0.005	0.01
1412	1650	0.116306307	0.15162	0.2	0.075	0.005	0.01
1413	1651	0.115786988	0.15162	0.2	0.075	0.005	0.01
1414	1652	0.115267669	0.15162	0.2	0.075	0.005	0.01
1415	1653	0.11474835	0.15162	0.2	0.075	0.005	0.01
1416	1654	0.114229031	0.15162	0.2	0.075	0.005	0.01
1417	1655	0.113709712	0.15162	0.2	0.075	0.005	0.01
1418	1656	0.113190393	0.15162	0.2	0.075	0.005	0.01
1419	1657	0.112671074	0.15162	0.2	0.075	0.005	0.01
1420	1658	0.112151755	0.15162	0.2	0.075	0.005	0.01
1421	1659	0.111632436	0.15162	0.2	0.075	0.005	0.01
1422	1660	0.111113117	0.15162	0.2	0.075	0.005	0.01
1423	1661	0.110593798	0.15162	0.2	0.075	0.005	0.01
1424	1662	0.110074479	0.15162	0.2	0.075	0.005	0.01
1425	1663	0.10955516	0.15162	0.2	0.075	0.005	0.01
1426	1664	0.10903584	0.15162	0.2	0.075	0.005	0.01
1427	1665	0.108516521	0.15162	0.2	0.075	0.005	0.01
1428	1666	0.107997202	0.15162	0.2	0.075	0.005	0.01
1429	1667	0.107477883	0.15162	0.2	0.075	0.005	0.01
1430	1668	0.106958564	0.15162	0.2	0.075	0.005	0.01
1431	1669	0.106439245	0.15162	0.2	0.075	0.005	0.01
1432	1670	0.105919926	0.15162	0.2	0.075	0.005	0.01
1433	1671	0.105400607	0.15162	0.2	0.075	0.005	0.01
1434	1672	0.104881288	0.15162	0.2	0.075	0.005	0.01
1435	1673	0.104361969	0.15162	0.2	0.075	0.005	0.01
1436	1674	0.10384265	0.15162	0.2	0.075	0.005	0.01
1437	1675	0.103323331	0.15162	0.2	0.075	0.005	0.01
1438	1676	0.102804012	0.15162	0.2	0.075	0.005	0.01
1439	1677	0.102284693	0.15162	0.2	0.075	0.005	0.01
1440	1678	0.101765374	0.15162	0.2	0.075	0.005	0.01
1441	1679	0.101246055	0.15162	0.2	0.075	0.005	0.01
1442	1680	0.100726736	0.15162	0.2	0.075	0.005	0.01
1443	1681	0.100207417	0.15162	0.2	0.075	0.005	0.01
1444	1682	0.099688098	0.15162	0.2	0.075	0.005	0.01
1445	1683	0.099168779	0.15162	0.2	0.075	0.005	0.01
1446	1684	0.09864946	0.15162	0.2	0.075	0.005	0.01
1447	1685	0.098130141	0.15162	0.2	0.075	0.005	0.01
1448	1686	0.097610822	0.15162	0.2	0.075	0.005	0.01
1449	1687	0.097091503	0.15162	0.2	0.075	0.005	0.01
1450	1688	0.096572184	0.15162	0.2	0.075	0.005	0.01
1451	1689	0.096052865	0.15162	0.2	0.075	0.005	0.01
1452	1690	0.095533546	0.15162	0.2	0.075	0.005	0.01
1453	1691	0.095014227	0.15162	0.2	0.075	0.005	0.01
1454	1692	0.094494908	0.15162	0.2	0.075	0.005	0.01
1455	1693	0.093975589	0.15162	0.2	0.075	0.005	0.01
1456	1694	0.09345627	0.15162	0.2	0.075	0.005	0.01
1457	1695	0.092936951	0.15162	0.2	0.075	0.005	0.01
1458	1696	0.092417632	0.15162	0.2	0.075	0.005	0.01
1459	1697	0.091898313	0.15162	0.2	0.075	0.005	0.01
1460	1698	0.091378994	0.15162	0.2	0.075	0.005	0.01
1461	1699	0.090859675	0.15162	0.2	0.075	0.005	0.01
1462	1700	0.090340356	0.15162	0.2	0.075	0.005	0.01
1463	1701	0.089821037	0.15162	0.2	0.075	0.005	0.01
1464	1702	0.089301718	0.15162	0.2	0.075	0.005	0.01
1465	1703	0.088782399	0.15162	0.2	0.075	0.005	0.01
1466	1704	0.08826308	0.15162	0.2	0.075	0.005	0.01
1467	1705	0.087743761	0.15162	0.2	0.075	0.005	0.01
1468	1706	0.087224442	0.15162	0.2	0.075	0.005	0.01
1469	1707	0.086705123	0.15162	0.2	0.075	0.005	0.01
1470	1708	0.086185804	0.15162	0.2	0.075	0.005	0.01
1471	1709	0.085666485	0.15162	0.2	0.075	0.005	0.01
1472	1710	0.085147166	0.15162	0.2	0.075	0.005	0.01
1473	1711	0.084627847	0.15162	0.2	0.075	0.005	0.01
1474	1712	0.084108528	0.15162	0.2	0.075	0.005	0.01
1475	1713	0.083589209	0.15162	0.2	0.075	0.005	0.01
1476	1714	0.08306989	0.15162	0.2	0.075	0.005	0.01
1477	1715	0.082550571	0.15162	0.2	0.075	0.005	0.01
1478	1716	0.082031252	0.15162	0.2	0.075	0.005	0.01
1479	1717	0.081511933	0.15162	0.2	0.075	0.005	0.01
