Date and Time (Local): 07-Mar-2023 10:34:01

Historical retreat data for a given section/stations at a given year:

Stations [#]  Retreat [m] Latitude [deg] Longitude [deg]
  1212	0.068268	-117.596	33.3888	
  1213	0.068268	-117.597	33.3895	
  1214	0.068268	-117.597	33.3902	
  1215	0.068268	-117.598	33.3912	
  1216	0.068268	-117.598	33.392	
  1217	0.068268	-117.598	33.3929	
  1218	0.068268	-117.599	33.3938	
  1219	0.068268	-117.599	33.3946	
  1220	0.068268	-117.599	33.3954	
  1221	0.068268	-117.599	33.3965	
  1222	0.068268	-117.6	33.3971	
  1223	0.068268	-117.6	33.398	
  1224	0.17807	-117.601	33.3988	
  1225	0.2112	-117.602	33.3996	
  1226	0.20473	-117.602	33.4003	
  1227	0.29755	-117.603	33.4011	
  1228	0.24406	-117.603	33.4019	
  1229	0.24406	-117.604	33.4024	
  1230	0.24406	-117.605	33.4032	
  1231	0.24406	-117.604	33.4045	
  1234	0.035285	-117.607	33.4063	
  1235	0.049102	-117.608	33.407	
  1238	0.033586	-117.609	33.4094	
  1239	0.033586	-117.61	 33.41	
  1240	0.033586	-117.61	33.4109	
  1241	0.033586	-117.611	33.4115	
  1242	0.13154	-117.612	33.4121	
  1246	0.14741	-117.615	33.4149	
  1247	0.065292	-117.616	33.4155	
  1248	0.056754	-117.617	33.4161	
  1249	0.076124	-117.617	33.4168	
  1251	0.087629	-117.618	33.4183	
  1252	0.11149	-117.619	33.419	
  1255	0.075639	-117.621	33.4214	
  1257	0.071918	-117.622	33.4228	
  1258	0.10333	-117.623	33.4235	
  1259	0.097032	-117.624	33.4241	
  1260	0.083092	-117.625	33.4244	
  1261	0.068638	-117.626	33.4251	
  1262	0.061113	-117.626	33.4256	
  1263	0.060486	-117.627	33.4263	
  1264	0.040351	-117.628	33.4271	
  1265	0.040351	-117.628	33.4278	
  1266	0.084036	-117.628	33.4288	
  1267	0.084036	-117.629	33.4294	
  1268	0.061666	-117.63	33.4301	
  1355	0.22739	-117.708	33.4608	
  1356	0.17019	-117.709	33.4611	
  1357	0.088586	-117.71	33.4609	
  1358	0.16921	-117.711	33.4606	
  1359	0.24712	-117.712	33.4606	
  1360	0.27733	-117.713	33.4604	
  1361	 0.278	-117.714	33.4606	
  1362	0.25223	-117.715	33.4608	
  1363	0.24161	-117.715	33.4614	
  1364	0.23987	-117.715	33.4621	
  1365	0.22949	-117.714	33.4628	
  1366	0.23381	-117.714	33.464	
  1367	0.46984	-117.715	33.4649	
  1368	0.40097	-117.715	33.4656	
  1369	0.40097	-117.716	33.4664	
  1370	0.40097	-117.716	33.4673	
  1371	0.40097	-117.717	33.468	
  1372	0.40097	-117.717	33.4688	
  1373	0.025631	-117.718	33.4697	
  1374	0.025631	-117.718	33.4705	
  1375	0.025631	-117.719	33.4713	
  1376	0.025631	-117.719	33.4721	
  1377	0.025631	-117.72	33.4731	
  1378	0.056116	-117.72	33.4736	
  1379	0.056116	-117.721	33.4745	
  1380	0.022109	-117.721	33.4753	
  1382	0.022109	-117.722	33.4769	
  1383	0.3779	-117.723	33.4777	
  1384	0.3779	-117.723	33.4786	
  1385	0.3779	-117.723	33.4794	
  1386	0.16185	-117.724	33.4802	
  1390	0.33085	-117.726	33.4834	
  1391	0.33085	-117.727	33.4841	
  1392	0.30206	-117.728	33.4844	
  1393	0.3215	-117.729	33.4843	
  1394	0.27907	-117.73	33.4846	
  1395	0.27738	-117.731	33.4847	
  1396	0.24948	-117.732	33.4852	
  1397	0.20696	-117.734	33.4851	
